pitch_type,p_throws,stand,events,description,launch_speed
SL,L,R,grounded_into_double_play,hit_into_play,55.8
FF,L,R,,foul,
SL,L,L,walk,ball,
SL,L,L,,ball,
SL,L,L,,called_strike,
SI,L,L,,ball,
SL,L,L,,ball,
SI,L,L,field_out,hit_into_play,88.3
SI,L,L,,called_strike,
SI,L,L,,called_strike,
SI,L,R,field_out,hit_into_play,72.8
SI,L,R,walk,ball,
SI,L,R,,foul,49.8
SI,L,R,,swinging_strike,
SI,L,R,,ball,
SI,L,R,,swinging_strike,
SI,L,R,,blocked_ball,
SI,L,R,,ball,
SI,L,L,single,hit_into_play,89.5
SI,L,L,,foul,83.7
SI,L,L,,ball,
SI,L,L,,called_strike,
SI,L,L,,ball,
SI,L,L,,ball,
SL,R,L,field_out,hit_into_play,94.3
SL,R,L,,ball,
FF,R,R,walk,ball,
SL,R,R,,ball,
SI,R,R,,foul,104.3
SI,R,R,,ball,
SI,R,R,,ball,
FF,R,R,field_out,hit_into_play,71.3
FF,R,R,,called_strike,
FF,R,R,,called_strike,
FS,R,R,strikeout,swinging_strike,
FF,R,R,,foul,
FF,R,R,,called_strike,
FF,R,R,,foul,77.8
FF,R,L,field_out,hit_into_play,91.6
FS,R,L,,called_strike,
FF,R,L,,foul,78.6
SI,L,L,field_out,hit_into_play,87.2
FF,L,L,,ball,
SI,L,L,,foul,91.7
SI,L,L,,foul,66.5
KC,R,L,double,hit_into_play,99.9
ST,R,L,,ball,
KC,R,L,,ball,
FC,R,L,,foul,94.8
FC,R,L,,foul,86.7
ST,R,L,,swinging_strike,
KC,R,L,,foul,
FC,R,L,field_out,hit_into_play,87.6
KC,R,L,,ball,
KC,R,L,field_out,hit_into_play,91.7
ST,R,L,,called_strike,
ST,R,L,,ball,
FF,L,R,field_out,hit_into_play,94.3
FF,L,R,,ball,
CU,L,R,,called_strike,
FF,L,R,,ball,
CH,L,R,field_out,hit_into_play,70.2
SL,L,L,field_out,hit_into_play,89.0
CH,L,L,,foul,95.6
FF,L,L,,ball,
KC,R,L,field_out,hit_into_play,87.0
KC,R,L,,called_strike,
ST,R,R,double,hit_into_play,93.4
FC,R,R,,called_strike,
SI,R,L,field_out,hit_into_play,63.3
ST,R,L,,foul,83.2
FC,R,L,,ball,
KC,R,L,,ball,
KC,R,L,,foul,67.9
ST,R,L,,called_strike,
KC,R,L,field_out,hit_into_play,66.6
FC,R,L,,called_strike,
KC,R,L,,ball,
KC,R,L,,ball,
ST,R,L,,called_strike,
CH,L,R,field_out,hit_into_play,96.0
SI,L,R,,called_strike,
FF,L,R,,ball,
SL,L,R,,ball,
FF,L,R,strikeout,swinging_strike,
FF,L,R,,ball,
CU,L,R,,called_strike,
CH,L,R,,called_strike,
CH,L,R,,ball,
CH,L,L,field_out,hit_into_play,76.9
CH,L,L,,ball,
FF,L,L,,foul,62.6
FC,R,R,field_out,hit_into_play,91.4
SI,R,R,,ball,
ST,R,R,,ball,
FC,R,R,,swinging_strike,
ST,R,R,,called_strike,
SI,R,R,,ball,
KC,R,L,strikeout,swinging_strike,
ST,R,L,,foul,82.3
KC,R,L,,ball,
KC,R,L,,foul,88.9
KC,R,L,,called_strike,
FC,R,L,,called_strike,
FC,R,L,walk,ball,
KC,R,L,,foul,103.6
FC,R,L,,ball,
KC,R,L,,swinging_strike,
FC,R,L,,foul,93.0
FC,R,L,,ball,
ST,R,L,,ball,
SI,R,L,home_run,hit_into_play,108.0
FC,R,L,,ball,
ST,R,L,,ball,
SI,R,L,,ball,
SI,R,L,,called_strike,
ST,R,L,field_out,hit_into_play,95.1
SI,R,L,,ball,
ST,R,L,,called_strike,
FC,R,L,single,hit_into_play,84.2
SI,R,L,,ball,
ST,R,L,,ball,
FF,L,R,field_out,hit_into_play,77.3
FF,L,R,,ball,
FF,L,R,,ball,
FF,L,R,,swinging_strike,
CU,L,R,field_out,hit_into_play,76.9
SL,L,R,,ball,
CH,L,R,,swinging_strike,
CH,L,L,field_out,hit_into_play,92.3
SI,L,L,,ball,
SL,L,L,,ball,
CH,L,L,,called_strike,
SI,L,L,,called_strike,
FC,R,R,field_out,hit_into_play,68.7
ST,R,R,,ball,
FC,R,R,,ball,
KC,R,L,field_out,hit_into_play,85.3
FC,R,L,,called_strike,
FC,R,L,field_out,hit_into_play,101.3
CU,L,R,field_out,hit_into_play,95.7
SL,L,R,,ball,
FF,L,R,,foul,79.8
SL,L,R,,called_strike,
FF,L,R,,ball,
FF,L,R,single,hit_into_play,95.5
FF,L,R,,swinging_strike,
FF,L,R,,ball,
SI,L,L,double,hit_into_play,89.8
FF,L,L,,called_strike,
SL,L,R,walk,ball,
FF,L,R,,foul,83.0
CU,L,R,,ball,
CH,L,R,,foul,
CH,L,R,,called_strike,
FF,L,R,,ball,
FF,L,R,,ball,
SL,L,R,strikeout,swinging_strike,
FF,L,R,,swinging_strike,
CU,L,R,,called_strike,
ST,R,R,field_out,hit_into_play,96.6
FC,R,L,field_out,hit_into_play,86.3
KC,R,L,,blocked_ball,
KC,R,L,strikeout,swinging_strike,
FC,R,L,,foul,111.0
FC,R,L,,foul,63.3
FC,R,L,,foul,62.1
ST,R,L,,blocked_ball,
FC,R,L,single,hit_into_play,70.6
FC,R,L,walk,ball,
SI,R,L,,called_strike,
ST,R,L,,ball,
SI,R,L,,ball,
SI,R,L,,foul,68.2
SI,R,L,,ball,
SL,L,L,strikeout,called_strike,
SI,L,L,,foul,
SL,L,L,,blocked_ball,
SI,L,L,,called_strike,
FF,L,R,walk,ball,
CH,L,R,,foul,67.8
CU,L,R,,called_strike,
CH,L,R,,ball,
FF,L,R,,foul,81.5
FF,L,R,,ball,
CH,L,R,,blocked_ball,
SL,L,R,strikeout,swinging_strike_blocked,
SL,L,R,,swinging_strike,
CU,L,R,,swinging_strike,
SI,L,L,field_out,hit_into_play,113.0
FF,L,R,walk,ball,
FF,L,R,,foul,74.0
CH,L,R,,foul,77.1
SL,L,R,,ball,
SL,L,R,,ball,
FF,L,R,,ball,
CU,L,R,,called_strike,
CH,L,R,,called_strike,
FF,R,R,field_out,hit_into_play,54.9
FF,R,R,,blocked_ball,
FC,R,L,force_out,hit_into_play,100.1
FF,R,R,single,hit_into_play,104.5
FC,R,R,single,hit_into_play,89.0
FF,R,R,,foul,85.2
FF,R,R,,swinging_strike,
FF,R,L,strikeout,foul_tip,
FC,R,L,,foul,70.2
FF,R,L,,foul,
FF,R,L,,ball,
SI,L,R,field_out,hit_into_play,73.8
SI,L,L,strikeout,swinging_strike,
ST,L,L,,ball,
ST,L,L,,ball,
ST,L,L,,ball,
ST,L,L,,swinging_strike,
ST,L,L,,swinging_strike,
SI,L,R,field_out,hit_into_play,77.2
SI,L,R,,ball,
ST,L,R,,foul,83.7
ST,L,R,,called_strike,
SI,L,R,,ball,
ST,L,R,,ball,
FC,R,R,field_out,hit_into_play,63.8
FC,R,R,,foul,81.4
FF,R,R,,called_strike,
FF,R,R,force_out,hit_into_play,107.2
FF,R,R,,ball,
FF,R,R,,ball,
FF,R,R,field_out,hit_into_play,80.0
FF,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,called_strike,
FF,R,R,walk,ball,
FF,R,R,,foul,80.7
FF,R,R,,called_strike,
FC,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,ball,
SI,L,L,strikeout,called_strike,
ST,L,L,,foul,69.1
ST,L,L,,swinging_strike,
SI,L,L,,ball,
SI,L,L,,foul,54.5
SI,L,R,walk,ball,
SI,L,R,,ball,
SI,L,R,,ball,
ST,L,R,,ball,
ST,L,R,,swinging_strike,
SI,L,R,field_out,hit_into_play,101.2
ST,L,R,single,hit_into_play,72.5
ST,L,R,,blocked_ball,
ST,L,R,,foul,71.3
SI,L,R,,called_strike,
ST,L,L,strikeout,swinging_strike,
SI,L,L,,swinging_strike,
ST,L,L,,ball,
ST,L,L,,called_strike,
SI,L,R,single,hit_into_play,73.9
SI,L,R,,foul,85.2
ST,L,R,double,hit_into_play,106.3
ST,L,R,,foul,
SI,L,R,walk,ball,
SI,L,R,,ball,
ST,L,R,,ball,
ST,L,R,,blocked_ball,
ST,L,R,,called_strike,
SI,L,R,single,hit_into_play,100.4
ST,L,R,,ball,
SI,L,R,,foul,56.6
SI,L,R,,ball,
ST,R,R,field_out,hit_into_play,96.4
ST,R,R,,blocked_ball,
ST,R,R,,swinging_strike,
ST,R,R,,called_strike,
SI,R,L,single,hit_into_play,103.2
SI,R,L,,foul,56.2
ST,R,L,,blocked_ball,
ST,R,L,,swinging_strike,
ST,R,L,,called_strike,
SI,R,R,strikeout,swinging_strike,
ST,R,R,,blocked_ball,
SI,R,R,,swinging_strike,
ST,R,R,,blocked_ball,
SI,R,R,,ball,
ST,R,R,,called_strike,
SI,R,R,force_out,hit_into_play,83.6
SI,R,L,single,hit_into_play,103.2
SI,R,L,,ball,
SI,R,L,,called_strike,
SI,R,L,,ball,
ST,R,L,,ball,
ST,L,L,field_out,hit_into_play,50.7
ST,L,L,,swinging_strike,
SI,L,L,,called_strike,
SI,L,L,,ball,
CU,R,R,strikeout,swinging_strike,
CU,R,R,,blocked_ball,
SI,R,R,,foul,56.3
FC,R,R,,swinging_strike,
SI,R,R,hit_by_pitch,hit_by_pitch,
SI,R,R,,foul,65.2
FC,R,R,,called_strike,
SI,R,R,,ball,
SI,R,R,,ball,
CU,R,R,strikeout,called_strike,
SI,R,R,,foul,52.9
SI,R,R,,called_strike,
ST,R,R,,ball,
FC,R,L,single,hit_into_play,104.1
FC,R,L,,called_strike,
FF,R,L,field_out,hit_into_play,94.4
ST,R,L,,called_strike,
SI,R,L,field_out,hit_into_play,79.7
ST,R,L,,ball,
ST,R,L,,foul,75.7
FF,R,L,,foul,78.3
FF,R,L,,foul,66.6
ST,R,L,,foul_tip,
FF,R,R,strikeout,swinging_strike,
ST,R,R,,blocked_ball,
ST,R,R,,foul,79.9
SI,R,R,,called_strike,
SI,R,R,walk,ball,
ST,R,R,,ball,
FF,R,R,,ball,
SI,R,R,,foul,102.7
ST,R,R,,ball,
ST,R,R,,called_strike,
FF,R,R,single,hit_into_play,92.2
FF,R,R,,ball,
SI,R,R,,ball,
ST,R,L,single,hit_into_play,91.0
FF,R,L,,foul,100.8
FF,R,L,,foul,74.2
ST,R,L,,called_strike,
FF,R,L,,ball,
FF,R,L,,called_strike,
SI,R,R,strikeout,called_strike,
SI,R,R,,called_strike,
SI,R,R,,called_strike,
FC,R,L,force_out,hit_into_play,75.9
CU,R,L,,foul,65.3
FC,R,R,walk,ball,
FC,R,R,,ball,
SI,R,R,,ball,
SI,R,R,,ball,
ST,R,R,home_run,hit_into_play,102.5
FC,R,R,,foul,
SI,R,R,,ball,
FC,R,R,,ball,
FC,R,R,,called_strike,
CH,R,L,walk,ball,
SI,R,L,,ball,
CH,R,L,,ball,
CH,R,L,,ball,
FF,R,R,field_out,hit_into_play,94.8
ST,R,R,force_out,hit_into_play,96.8
ST,R,R,,foul,74.0
FF,R,R,,ball,
ST,R,R,,called_strike,
FF,R,R,strikeout,called_strike,
ST,R,R,,foul,
FF,R,R,,ball,
ST,R,R,,ball,
ST,R,R,,called_strike,
FF,R,L,strikeout,swinging_strike,
CU,R,L,,swinging_strike,
FF,R,L,,called_strike,
FF,R,L,,ball,
FS,R,L,,ball,
SI,R,R,hit_by_pitch,hit_by_pitch,
CU,R,R,,foul,55.5
ST,R,R,strikeout,called_strike,
FF,R,R,,ball,
FF,R,R,,foul,70.9
SL,R,R,,called_strike,
ST,R,R,,ball,
FF,R,R,,ball,
ST,R,R,field_out,hit_into_play,97.3
SL,R,R,,called_strike,
SI,R,L,walk,ball,
CH,R,L,,ball,
SI,R,L,,foul,76.4
FF,R,L,,ball,
ST,R,L,,ball,
ST,R,R,strikeout,swinging_strike_blocked,
FF,R,R,,ball,
ST,R,R,,foul,49.6
FF,R,R,,foul,76.2
ST,R,R,,called_strike,
ST,R,R,,called_strike,
FS,R,R,strikeout,swinging_strike,
FF,R,R,,ball,
FF,R,R,,called_strike,
FF,R,R,,swinging_strike,
FF,R,R,field_out,hit_into_play,51.1
CU,R,R,field_out,hit_into_play,78.0
FF,R,R,,called_strike,
FC,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,called_strike,
FF,R,L,strikeout,called_strike,
CH,R,L,,swinging_strike,
FF,R,L,,ball,
FF,R,L,,foul,61.5
FF,R,L,,ball,
ST,R,R,field_out,hit_into_play,80.4
FF,R,R,,foul,75.2
FF,R,R,,swinging_strike,
FF,R,R,,swinging_strike,
FF,R,R,double,hit_into_play,104.0
SL,R,R,,blocked_ball,
SL,R,R,,ball,
CH,L,L,walk,ball,
CU,L,L,,ball,
SV,L,L,,blocked_ball,
CH,L,L,,called_strike,
SI,L,L,,foul,64.6
SV,L,L,,ball,
SI,L,R,single,hit_into_play,101.5
SI,L,R,,foul,71.8
SI,L,R,,swinging_strike,
CH,L,R,,ball,
CU,L,R,,ball,
FF,L,R,,ball,
FF,L,R,,swinging_strike,
CH,L,R,field_out,hit_into_play,97.6
SI,L,R,,foul_tip,
FF,L,R,,ball,
FF,L,R,,ball,
SI,L,R,,called_strike,
FC,R,R,force_out,hit_into_play,93.8
FS,R,L,force_out,hit_into_play,103.6
FF,R,L,,foul,51.1
SL,R,L,,foul,81.9
FF,R,L,,foul,77.6
FF,R,L,,foul,70.6
FS,R,L,,ball,
SL,R,R,walk,ball,
SL,R,R,,foul,48.0
FC,R,R,,called_strike,
SL,R,R,,blocked_ball,
SL,R,R,,ball,
FC,R,R,,ball,
SL,R,R,strikeout,swinging_strike,
CU,R,R,,blocked_ball,
SL,R,R,,foul,64.4
SL,R,R,,foul,68.2
SL,R,R,,swinging_strike,
CU,R,L,single,hit_into_play,97.2
CU,R,L,,ball,
FF,R,R,single,hit_into_play,110.4
CU,R,R,,ball,
FF,R,R,,foul,68.3
FF,L,R,field_out,hit_into_play,88.2
SI,L,R,,foul,78.9
CU,L,R,,ball,
SI,L,R,,foul,
SI,L,R,,called_strike,
FF,L,R,,ball,
CH,L,R,,ball,
SI,L,L,walk,ball,
SI,L,L,,ball,
CH,L,L,,blocked_ball,
SI,L,L,,ball,
SI,L,L,,called_strike,
CU,L,R,single,hit_into_play,98.4
SI,L,R,,ball,
CU,L,R,,ball,
CH,L,R,,blocked_ball,
SI,L,R,,called_strike,
CU,L,R,double,hit_into_play,89.2
FF,L,R,,ball,
FF,L,R,,ball,
CH,L,R,strikeout,swinging_strike,
SI,L,R,,swinging_strike,
SI,L,R,,called_strike,
SI,L,R,,ball,
CH,L,R,,ball,
SI,L,R,single,hit_into_play,96.0
SI,L,R,,called_strike,
CH,L,L,walk,ball,
SI,L,L,,ball,
SI,L,L,,ball,
SI,L,L,,ball,
CH,L,R,field_out,hit_into_play,93.7
CU,L,R,,foul,78.0
SI,L,R,,ball,
CH,L,R,,ball,
FF,L,R,,foul_tip,
CU,L,R,,foul,78.7
SL,R,R,strikeout,swinging_strike,
FS,R,R,,blocked_ball,
FF,R,R,,called_strike,
FF,R,R,,called_strike,
FC,R,R,,ball,
FS,R,R,single,hit_into_play,89.1
FF,R,R,,foul,80.7
SL,R,R,,foul,83.5
FF,R,R,,called_strike,
CU,R,R,,swinging_strike,
SL,R,R,strikeout,swinging_strike,
FC,R,R,,called_strike,
CU,R,R,,swinging_strike,
FS,R,R,strikeout,swinging_strike,
SL,R,R,,ball,
FF,R,R,,foul,78.4
FF,R,R,,ball,
FC,R,R,,called_strike,
CU,L,R,force_out,hit_into_play,75.7
CU,L,R,,blocked_ball,
SI,L,R,,foul,75.3
CH,L,R,,ball,
CU,L,R,force_out,hit_into_play,56.4
CH,L,R,,foul,66.4
CH,L,R,,called_strike,
CH,L,L,walk,ball,
SI,L,L,,ball,
SV,L,L,,foul,37.0
SI,L,L,,foul,70.6
CH,L,L,,called_strike,
SV,L,L,,ball,
SI,L,L,,ball,
FF,L,R,field_out,hit_into_play,91.1
SI,L,R,,called_strike,
FS,R,L,strikeout,swinging_strike,
FF,R,L,,foul,77.9
CU,R,L,,ball,
FF,R,L,,swinging_strike,
FF,R,L,,called_strike,
SL,R,R,strikeout,foul_tip,
FF,R,R,,ball,
FF,R,R,,swinging_strike,
FC,R,R,,ball,
FC,R,R,,swinging_strike,
FF,R,R,home_run,hit_into_play,106.0
CU,R,R,,called_strike,
FS,R,L,field_out,hit_into_play,88.4
FF,R,L,,foul,78.4
FF,R,L,,foul,104.5
SI,L,R,strikeout,called_strike,
SV,L,R,,called_strike,
SI,L,R,,ball,
CU,L,R,,ball,
CU,L,R,,called_strike,
FF,L,R,field_out,hit_into_play,106.5
SI,L,R,,foul,80.8
CH,L,R,,ball,
CU,L,R,field_out,hit_into_play,84.0
SI,L,R,,foul,70.2
SI,L,L,home_run,hit_into_play,117.8
SI,L,L,,ball,
FF,R,R,field_out,hit_into_play,89.8
FF,R,R,field_out,hit_into_play,82.3
FF,R,R,,called_strike,
FF,R,R,strikeout,called_strike,
FF,R,R,,foul,75.2
FF,R,R,,called_strike,
FF,R,R,,ball,
SL,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,foul,89.4
SL,R,R,strikeout,swinging_strike_blocked,
SL,R,R,,foul,80.7
SL,R,R,,foul,69.2
FF,R,R,,foul,76.5
FF,R,R,,called_strike,
FF,R,R,,called_strike,
FF,R,R,,ball,
FF,R,L,force_out,hit_into_play,91.1
FS,R,L,,ball,
FF,R,L,,called_strike,
FF,R,L,,swinging_strike,
SI,R,R,single,hit_into_play,102.6
SI,R,R,,called_strike,
FF,R,R,walk,ball,
SL,R,R,,ball,
SL,R,R,,foul,58.4
FF,R,R,,swinging_strike,
FF,R,R,,foul,
FF,R,R,,ball,
FF,R,R,,ball,
SL,R,R,strikeout,called_strike,
SL,R,R,,ball,
FF,R,R,,foul,81.4
FF,R,R,,swinging_strike,
FF,R,R,,called_strike,
FC,R,L,home_run,hit_into_play,108.9
FF,R,L,,called_strike,
CU,R,L,,ball,
SL,R,R,strikeout,called_strike,
FF,R,R,,foul,
FF,R,R,,foul,71.2
FF,R,R,field_out,hit_into_play,96.3
FF,R,R,,foul,73.8
FF,R,R,,foul,100.7
FF,R,R,,ball,
SL,R,R,,ball,
FF,R,L,walk,ball,
FF,R,L,,foul,
FF,R,L,,foul,82.7
SL,R,L,,ball,
CU,R,L,,ball,
FF,R,L,,swinging_strike,
CU,R,L,,ball,
FF,R,L,,foul,77.8
SL,R,R,strikeout,swinging_strike,
FF,R,R,,ball,
FF,R,R,,foul,76.7
CU,R,R,,ball,
FF,R,R,,called_strike,
SI,R,L,field_out,hit_into_play,84.8
FF,R,L,,ball,
FF,R,L,,ball,
FF,R,R,field_out,hit_into_play,97.2
SL,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,called_strike,
FC,R,R,,called_strike,
FF,R,R,,ball,
FC,R,L,home_run,hit_into_play,115.9
FC,R,L,,called_strike,
FF,R,R,single,hit_into_play,100.3
FF,R,R,,foul,73.2
FF,R,R,,ball,
FF,R,R,,ball,
FC,R,R,,ball,
SI,R,R,,called_strike,
FF,R,L,field_out,hit_into_play,86.6
FF,R,L,,ball,
FF,R,L,,foul,76.6
FF,R,L,,called_strike,
FF,R,L,,ball,
FF,R,L,,ball,
FF,R,R,walk,ball,
FF,R,R,,called_strike,
SI,R,R,,ball,
FC,R,R,,ball,
FF,R,R,,ball,
ST,R,L,strikeout,swinging_strike,
ST,R,L,,swinging_strike,
SI,R,L,,called_strike,
ST,R,R,strikeout,called_strike,
ST,R,R,,foul,67.9
SI,R,R,,foul,
SI,R,R,,ball,
SI,R,R,,foul,96.1
FF,R,L,field_out,hit_into_play,91.5
ST,R,L,,swinging_strike,
FF,R,L,,called_strike,
SL,R,L,strikeout,swinging_strike_blocked,
FF,R,L,,ball,
FF,R,L,,foul,74.7
FF,R,L,,called_strike,
FF,R,L,,ball,
FF,R,L,,ball,
SI,R,R,field_out,hit_into_play,56.8
FC,R,R,,called_strike,
FC,R,L,walk,ball,
FF,R,L,,ball,
FC,R,L,,swinging_strike,
FF,R,L,,ball,
FF,R,L,,ball,
FF,R,L,field_out,hit_into_play,92.4
FF,R,L,,swinging_strike,
SI,R,R,single,hit_into_play,92.5
SI,R,R,grounded_into_double_play,hit_into_play,71.4
SI,R,R,,called_strike,
FF,R,R,,ball,
FF,R,R,,ball,
SL,R,R,,ball,
SI,R,R,,called_strike,
FF,R,R,walk,ball,
FF,R,R,,swinging_strike,
SL,R,R,,ball,
SL,R,R,,ball,
FF,R,R,,called_strike,
SL,R,R,,ball,
SI,R,R,single,hit_into_play,84.8
FF,R,R,,called_strike,
SL,R,R,strikeout,foul_tip,
SL,R,R,,foul,77.6
SI,R,R,,foul,83.2
SL,R,R,,ball,
SL,R,R,,ball,
FF,R,R,,called_strike,
FC,R,L,strikeout,swinging_strike_blocked,
FS,R,L,,foul,33.8
FC,R,L,,foul,55.9
FS,R,R,home_run,hit_into_play,102.4
FF,R,R,,foul,
FS,R,R,,foul,71.8
ST,R,R,,called_strike,
FC,R,R,,foul,73.6
FS,R,R,,ball,
FC,R,L,single,hit_into_play,94.7
FS,R,L,,ball,
FC,R,R,field_out,hit_into_play,64.5
FC,R,R,,ball,
FC,R,R,,called_strike,
ST,R,R,,ball,
FC,R,L,field_out,hit_into_play,87.4
FF,R,L,strikeout,called_strike,
FF,R,L,,ball,
FF,R,L,,foul,73.2
SL,R,L,,foul,73.0
FF,R,L,,called_strike,
FF,R,L,,called_strike,
FC,R,R,field_out,hit_into_play,103.6
FF,R,R,,called_strike,
FF,R,L,field_out,hit_into_play,100.9
FF,R,L,,ball,
FF,R,L,,ball,
FF,R,L,,called_strike,
FS,R,R,strikeout,swinging_strike_blocked,
FS,R,R,,ball,
SI,R,R,,swinging_strike,
ST,R,R,,called_strike,
SI,R,L,walk,ball,
SI,R,L,,foul,
ST,R,L,,foul,13.3
SI,R,L,,ball,
SI,R,L,,foul,67.5
FC,R,L,,ball,
SL,R,L,,ball,
CH,R,L,single,hit_into_play,98.9
CH,R,L,,ball,
FF,R,L,,foul,83.6
ST,R,R,field_out,hit_into_play,103.0
SI,R,R,,called_strike,
SI,R,R,,called_strike,
SI,R,R,,ball,
ST,R,L,field_out,hit_into_play,96.2
ST,R,L,,ball,
FF,R,R,strikeout,called_strike,
FF,R,R,,swinging_strike,
FF,R,R,,swinging_strike,
FC,R,R,,ball,
FF,R,R,,ball,
FC,R,R,field_out,hit_into_play,74.6
ST,R,R,,ball,
KC,R,R,,swinging_strike,
FF,R,R,,called_strike,
FF,R,R,,ball,
FF,R,R,field_out,hit_into_play,99.3
SI,R,R,,ball,
ST,R,R,,ball,
KC,R,R,,foul,68.8
FC,R,R,,called_strike,
FF,R,R,,called_strike,
FF,R,R,,ball,
SL,R,R,field_out,hit_into_play,81.7
FF,R,L,field_out,hit_into_play,64.5
SI,R,L,,ball,
CH,R,L,,foul,66.0
FF,R,L,,foul,72.9
SL,R,L,,foul,87.5
ST,R,L,,ball,
FF,R,L,,ball,
ST,R,L,,foul,50.5
FF,R,L,,called_strike,
SI,R,R,field_out,hit_into_play,79.4
SI,R,R,,ball,
ST,R,R,,called_strike,
ST,R,R,strikeout,swinging_strike,
FF,R,R,,ball,
ST,R,R,,swinging_strike,
KC,R,R,,blocked_ball,
FC,R,R,,called_strike,
SI,R,R,hit_by_pitch,hit_by_pitch,
ST,R,R,,foul,75.5
FC,R,R,,foul,87.2
KC,R,R,,swinging_strike,
ST,R,R,field_out,hit_into_play,95.7
ST,R,R,,swinging_strike,
SI,R,R,,called_strike,
FF,R,L,field_out,hit_into_play,96.7
FF,R,L,,ball,
KC,R,L,,called_strike,
KC,R,L,,ball,
FF,R,L,,called_strike,
SI,R,R,single,hit_into_play,74.8
FF,R,R,,ball,
ST,R,R,,ball,
FF,R,R,,called_strike,
FF,R,R,,ball,
ST,R,L,field_out,hit_into_play,76.5
FF,R,L,,foul,72.1
SI,R,R,field_out,hit_into_play,50.7
ST,R,R,,ball,
SI,R,R,,swinging_strike,
SI,R,R,,ball,
SI,R,R,,swinging_strike,
SL,R,L,single,hit_into_play,102.8
FF,R,L,,called_strike,
FC,R,L,,ball,
FF,R,L,field_out,hit_into_play,79.7
FF,R,L,,foul,73.0
FC,R,L,,foul,101.0
ST,R,L,,ball,
FF,R,R,walk,ball,
FC,R,R,,ball,
FF,R,R,,ball,
FC,R,R,,ball,
FC,R,R,,called_strike,
FF,R,L,walk,ball,
FC,R,L,,foul,
FF,R,L,,ball,
FC,R,L,,ball,
FC,R,L,,ball,
FC,R,L,,foul,94.7
KC,R,L,strikeout,swinging_strike,
FF,R,L,,ball,
FF,R,L,,foul,84.1
KC,R,L,,blocked_ball,
KC,R,L,,swinging_strike_blocked,
FF,R,L,,swinging_strike,
KC,R,L,,ball,
FF,R,R,strikeout,called_strike,
ST,R,R,,blocked_ball,
FF,R,R,,ball,
ST,R,R,,called_strike,
KC,R,R,,swinging_strike,
FC,R,R,walk,ball,
FC,R,R,,foul,74.0
ST,R,R,,ball,
SI,R,R,,called_strike,
ST,R,R,,ball,
KC,R,R,,called_strike,
KC,R,R,,ball,
ST,R,R,single,hit_into_play,73.5
SI,R,R,,called_strike,
FC,R,R,,ball,
FC,R,R,walk,ball,
SI,R,R,,ball,
ST,R,R,,ball,
ST,R,R,,swinging_strike,
SI,R,R,,ball,
FC,R,R,,called_strike,
SI,R,R,field_out,hit_into_play,72.9
FC,R,R,,ball,
SI,R,R,,swinging_strike,
FF,R,R,,ball,
FF,R,R,strikeout,called_strike,
FF,R,R,,called_strike,
FC,R,R,,called_strike,
FC,R,L,sac_fly,hit_into_play,97.2
FC,R,L,,called_strike,
FC,R,L,,ball,
FC,R,R,single,hit_into_play,85.0
ST,R,R,,ball,
FF,R,R,,foul,86.7
FF,R,R,,ball,
ST,R,R,,foul,67.1
FC,R,R,,foul,82.5
ST,R,R,,ball,
FC,R,R,,foul,87.6
FC,R,R,,swinging_strike,
FF,R,L,field_out,hit_into_play,65.3
FC,R,L,,ball,
FC,R,L,,foul,59.3
FC,R,L,,ball,
ST,R,R,fielders_choice,hit_into_play,50.6
SI,R,R,,called_strike,
SI,R,R,,called_strike,
FC,R,R,,ball,
FC,R,R,,ball,
SL,R,L,walk,ball,
FF,R,L,,foul,102.1
FC,R,L,,ball,
ST,R,L,,ball,
ST,R,L,,ball,
ST,R,R,strikeout,swinging_strike,
FC,R,R,,foul,76.9
ST,R,R,,ball,
ST,R,R,,swinging_strike,
FC,R,R,,ball,
SI,R,R,,called_strike,
ST,R,R,,ball,
FF,R,L,single,hit_into_play,87.4
KC,R,L,,called_strike,
FC,R,R,strikeout,swinging_strike,
ST,R,R,,ball,
SI,R,R,,foul,
KC,R,R,,ball,
ST,R,R,,ball,
KC,R,R,,swinging_strike,
FC,R,R,,swinging_strike,
FF,R,L,field_out,hit_into_play,100.1
FC,R,L,,ball,
SI,R,L,,ball,
ST,R,L,strikeout,swinging_strike,
SI,R,L,,ball,
FF,R,L,,ball,
FF,R,L,,foul,95.6
FF,R,L,,swinging_strike,
FC,R,R,strikeout,called_strike,
SL,R,R,,ball,
ST,R,R,,ball,
FF,R,R,,called_strike,
SL,R,R,,swinging_strike,
FF,R,R,,ball,
FF,R,L,field_out,hit_into_play,99.8
CH,R,R,field_out,hit_into_play,95.6
FF,R,R,,foul,79.2
FF,R,R,,ball,
FF,R,R,,swinging_strike,
CH,R,L,field_out,hit_into_play,89.2
FF,R,L,,foul,74.2
FF,R,L,,foul,
CH,R,L,,ball,
CH,R,L,,foul,76.5
FF,R,L,,foul,79.4
CH,R,L,home_run,hit_into_play,99.1
FC,R,L,,foul,86.8
CH,R,L,,ball,
FF,R,L,field_out,hit_into_play,98.6
FF,R,L,,called_strike,
FF,R,L,,ball,
CH,R,L,,ball,
